,promotionid,itemid,modelid,promotion_price,rebate,discount_percent,start_time,end_time
13135,2000001426,60709762,88433483,399,491,0.551685393,19/9/17 12:00,19/9/17 21:00
13139,2000001426,389405724,0,1780,510,0.222707424,19/9/17 12:00,19/9/17 21:00
13140,2000001426,63469555,55815738,619,180,0.225281602,19/9/17 12:00,19/9/17 21:00
13148,2000001426,77996529,62218282,569,730,0.561970747,19/9/17 12:00,19/9/17 21:00
13150,2000001426,455492526,0,929,1251,0.573853211,19/9/17 12:00,19/9/17 21:00
13151,2000001426,377611659,0,3599,1401,0.2802,19/9/17 12:00,19/9/17 21:00
13152,2000001429,422606784,0,1280,700,0.353535354,19/9/17 21:00,20/9/17 12:00
13153,2000001429,2092344,1097098,149,131,0.467857143,19/9/17 21:00,20/9/17 12:00
13156,2000001429,173264826,116692055,3880,1320,0.253846154,19/9/17 21:00,20/9/17 12:00
13165,2000001429,474770681,0,925,400,0.301886792,19/9/17 21:00,20/9/17 12:00
13166,2000001429,283678398,188805348,820,260,0.240740741,19/9/17 21:00,20/9/17 12:00
13167,2000001429,11160502,4063647,380,100,0.208333333,19/9/17 21:00,20/9/17 12:00
13168,2000001429,479480400,0,117,63,0.35,19/9/17 21:00,20/9/17 12:00
13175,2000001429,74236413,358085756,959,331,0.256589147,19/9/17 21:00,20/9/17 12:00
13176,2000001429,111600982,86070879,499,300,0.375469337,19/9/17 21:00,20/9/17 12:00
13196,2000001429,471811651,368564417,138,141,0.505376344,19/9/17 21:00,20/9/17 12:00
13199,2000001429,66778035,52923557,360,390,0.52,19/9/17 21:00,20/9/17 12:00
13200,2000001429,123633241,93850563,550,170,0.236111111,19/9/17 21:00,20/9/17 12:00
13207,2000001429,102176972,95029818,499,200,0.286123033,19/9/17 21:00,20/9/17 12:00
13208,2000001429,255709432,166576681,588,492,0.455555556,19/9/17 21:00,20/9/17 12:00
13220,2000001429,186785230,123958016,880,280,0.24137931,19/9/17 21:00,20/9/17 12:00
13221,2000001429,214992731,0,499,179,0.264011799,19/9/17 21:00,20/9/17 12:00
13222,2000001429,313464056,277630439,399,981,0.710869565,19/9/17 21:00,20/9/17 12:00
13224,2000001429,377588353,0,140,50,0.263157895,19/9/17 21:00,20/9/17 12:00
13226,2000001440,468190808,365044261,99,0,0,20/9/17 12:00,20/9/17 21:00
13227,2000001440,321084153,0,2550,740,0.224924012,20/9/17 12:00,20/9/17 21:00
13228,2000001440,466174034,363262565,930,250,0.211864407,20/9/17 12:00,20/9/17 21:00
13234,2000001440,468682550,0,1550,430,0.217171717,20/9/17 12:00,20/9/17 21:00
13236,2000001440,39630889,22786938,950,249,0.207673061,20/9/17 12:00,20/9/17 21:00
13240,2000001440,403924876,0,399,251,0.386153846,20/9/17 12:00,20/9/17 21:00
13241,2000001440,467108469,364386755,299,80,0.211081794,20/9/17 12:00,20/9/17 21:00
13242,2000001440,341461542,395099391,430,110,0.203703704,20/9/17 12:00,20/9/17 21:00
13243,2000001440,140814462,394913295,276,464,0.627027027,20/9/17 12:00,20/9/17 21:00
13244,2000001440,469830050,366799589,339,421,0.553947368,20/9/17 12:00,20/9/17 21:00
13245,2000001440,262684566,0,330,120,0.266666667,20/9/17 12:00,20/9/17 21:00
13246,2000001440,499395212,0,88,32,0.266666667,20/9/17 12:00,20/9/17 21:00
13247,2000001440,58872926,0,990,990,0.5,20/9/17 12:00,20/9/17 21:00
13248,2000001440,387654066,0,1539,661,0.300454545,20/9/17 12:00,20/9/17 21:00
13249,2000001440,451288744,349399913,899,381,0.29765625,20/9/17 12:00,20/9/17 21:00
13269,2000001440,173257093,0,999,671,0.401796407,20/9/17 12:00,20/9/17 21:00
13270,2000001440,485904429,381680642,2499,3381,0.575,20/9/17 12:00,20/9/17 21:00
13273,2000001471,400305104,305172035,880,400,0.3125,20/9/17 21:00,21/9/17 12:00
13277,2000001471,351847941,0,559,431,0.435353535,20/9/17 21:00,21/9/17 12:00
13278,2000001471,125348976,205125351,410,270,0.397058824,20/9/17 21:00,21/9/17 12:00
13280,2000001471,16310868,8099691,100,40,0.285714286,20/9/17 21:00,21/9/17 12:00
13281,2000001471,455517194,354017912,250,130,0.342105263,20/9/17 21:00,21/9/17 12:00
13286,2000001471,494897297,0,2780,519,0.1573204,20/9/17 21:00,21/9/17 12:00
13287,2000001471,461634117,395080034,749,831,0.525949367,20/9/17 21:00,21/9/17 12:00
13295,2000001471,275422801,0,440,360,0.45,20/9/17 21:00,21/9/17 12:00
13296,2000001471,364701864,270440079,1799,881,0.328731343,20/9/17 21:00,21/9/17 12:00
13304,2000001471,110745486,0,299,151,0.335555556,20/9/17 21:00,21/9/17 12:00
13305,2000001471,321850169,313887371,599,200,0.250312891,20/9/17 21:00,21/9/17 12:00
13307,2000001471,92155858,0,325,325,0.5,20/9/17 21:00,21/9/17 12:00
13308,2000001471,130701463,97539838,299,499,0.625313283,20/9/17 21:00,21/9/17 12:00
13309,2000001471,158220308,109285768,173,62,0.263829787,20/9/17 21:00,21/9/17 12:00
13317,2000001471,340127924,275534881,380,119,0.238476954,20/9/17 21:00,21/9/17 12:00
13318,2000001471,310686032,210488563,1599,400,0.20010005,20/9/17 21:00,21/9/17 12:00
13319,2000001471,300630747,201723716,180,55,0.234042553,20/9/17 21:00,21/9/17 12:00
13322,2000001471,483910492,379761990,699,1081,0.607303371,20/9/17 21:00,21/9/17 12:00
13328,2000001471,408766042,0,399,200,0.333889816,20/9/17 21:00,21/9/17 12:00
13329,2000001471,425748273,0,429,211,0.3296875,20/9/17 21:00,21/9/17 12:00
13330,2000001485,73098957,58499885,399,381,0.488461538,21/9/17 12:00,21/9/17 21:00
13347,2000001485,368424385,273289972,299,191,0.389795918,21/9/17 12:00,21/9/17 21:00
13351,2000001485,497952081,391605388,1199,51,0.0408,21/9/17 12:00,21/9/17 21:00
13355,2000001485,440799314,338970848,1790,460,0.204444444,21/9/17 12:00,21/9/17 21:00
13358,2000001485,481421486,377601986,2680,1310,0.328320802,21/9/17 12:00,21/9/17 21:00
13360,2000001485,38538193,200257678,449,141,0.238983051,21/9/17 12:00,21/9/17 21:00
13363,2000001485,193998711,127603349,950,330,0.2578125,21/9/17 12:00,21/9/17 21:00
13364,2000001485,14206612,6388510,120,179,0.598662207,21/9/17 12:00,21/9/17 21:00
13370,2000001485,504291941,396865641,399,300,0.429184549,21/9/17 12:00,21/9/17 21:00
13371,2000001485,451527258,0,499,389,0.438063063,21/9/17 12:00,21/9/17 21:00
13372,2000001485,62514071,396059476,380,127,0.250493097,21/9/17 12:00,21/9/17 21:00
13373,2000001485,84956190,67591220,399,551,0.58,21/9/17 12:00,21/9/17 21:00
13376,2000001485,340048819,0,999,500,0.333555704,21/9/17 12:00,21/9/17 21:00
13377,2000001485,432735278,333000894,399,121,0.232692308,21/9/17 12:00,21/9/17 21:00
13387,2000001485,483681403,0,399,561,0.584375,21/9/17 12:00,21/9/17 21:00
13388,2000001485,266237794,174346377,139,459,0.767558528,21/9/17 12:00,21/9/17 21:00
13408,2000001485,315669096,217343650,200,50,0.2,21/9/17 12:00,21/9/17 21:00
13423,2000001485,466792070,0,499,151,0.232307692,21/9/17 12:00,21/9/17 21:00
13424,2000001485,483015522,378980971,2788,792,0.22122905,21/9/17 12:00,21/9/17 21:00
13426,2000001492,4960473,9006643,152,47,0.236180905,21/9/17 21:00,22/9/17 12:00
13427,2000001492,76768001,102171570,550,200,0.266666667,21/9/17 21:00,22/9/17 12:00
13428,2000001492,31234650,15308273,154,41,0.21025641,21/9/17 21:00,22/9/17 12:00
13430,2000001492,128259474,0,680,200,0.227272727,21/9/17 21:00,22/9/17 12:00
13431,2000001492,502300420,0,300,200,0.4,21/9/17 21:00,22/9/17 12:00
13432,2000001492,262690957,0,849,1351,0.614090909,21/9/17 21:00,22/9/17 12:00
13434,2000001492,104504760,379638671,329,91,0.216666667,21/9/17 21:00,22/9/17 12:00
13437,2000001492,481774752,391945169,399,301,0.43,21/9/17 21:00,22/9/17 12:00
13438,2000001492,21084693,0,2799,0,0,21/9/17 21:00,22/9/17 12:00
13439,2000001492,461458717,359183161,289,110,0.275689223,21/9/17 21:00,22/9/17 12:00
13441,2000001492,170614820,115035585,999,481,0.325,21/9/17 21:00,22/9/17 12:00
13471,2000001492,432329433,332863464,1099,381,0.257432432,21/9/17 21:00,22/9/17 12:00
13484,2000001492,403534408,0,299,300,0.500834725,21/9/17 21:00,22/9/17 12:00
13485,2000001492,448810580,346786039,1680,919,0.353597538,21/9/17 21:00,22/9/17 12:00
13486,2000001492,94279718,74289457,599,181,0.232051282,21/9/17 21:00,22/9/17 12:00
13503,2000001492,392888404,297577457,99,100,0.502512563,21/9/17 21:00,22/9/17 12:00
13506,2000001514,493487769,400603750,590,200,0.253164557,22/9/17 12:00,22/9/17 21:00
13507,2000001514,34949453,18276853,2009,571,0.221317829,22/9/17 12:00,22/9/17 21:00
13511,2000001514,7024056,401225873,199,179,0.473544974,22/9/17 12:00,22/9/17 21:00
13512,2000001514,492459131,387459495,2999,1091,0.266748166,22/9/17 12:00,22/9/17 21:00
13518,2000001514,66607345,400027035,299,86,0.223376623,22/9/17 12:00,22/9/17 21:00
13519,2000001514,10933938,52918936,120,35,0.225806452,22/9/17 12:00,22/9/17 21:00
13536,2000001514,194610205,0,950,300,0.24,22/9/17 12:00,22/9/17 21:00
13537,2000001514,505078218,397604131,300,150,0.333333333,22/9/17 12:00,22/9/17 21:00
13540,2000001514,424944251,327093973,415,121,0.225746269,22/9/17 12:00,22/9/17 21:00
13541,2000001514,480372416,376718646,1079,821,0.432105263,22/9/17 12:00,22/9/17 21:00
13546,2000001514,504729740,397255644,330,90,0.214285714,22/9/17 12:00,22/9/17 21:00
13552,2000001514,121727160,0,450,199,0.306625578,22/9/17 12:00,22/9/17 21:00
13553,2000001514,280094070,0,2400,1699,0.414491339,22/9/17 12:00,22/9/17 21:00
13554,2000001514,115553100,0,529,416,0.44021164,22/9/17 12:00,22/9/17 21:00
13555,2000001514,468687334,365479647,199,100,0.334448161,22/9/17 12:00,22/9/17 21:00
13557,2000001514,266244875,174354324,399,699,0.636612022,22/9/17 12:00,22/9/17 21:00
13577,2000001514,468661381,0,1100,660,0.375,22/9/17 12:00,22/9/17 21:00
13578,2000001514,489751185,385304651,499,161,0.243939394,22/9/17 12:00,22/9/17 21:00
13587,2000001528,461984334,0,899,300,0.250208507,22/9/17 21:00,23/9/17 12:00
13588,2000001528,41692919,24219065,1099,300,0.214438885,22/9/17 21:00,23/9/17 12:00
13590,2000001528,469441367,366329918,65,74,0.532374101,22/9/17 21:00,23/9/17 12:00
13610,2000001528,278949233,391151218,199,51,0.204,22/9/17 21:00,23/9/17 12:00
13612,2000001528,279029965,399365941,299,201,0.402,22/9/17 21:00,23/9/17 12:00
13613,2000001528,219570128,141824686,389,601,0.607070707,22/9/17 21:00,23/9/17 12:00
13619,2000001528,133179526,375308931,688,592,0.4625,22/9/17 21:00,23/9/17 12:00
13625,2000001528,140413272,0,499,191,0.276811594,22/9/17 21:00,23/9/17 12:00
13626,2000001528,141774846,102302914,1490,490,0.247474747,22/9/17 21:00,23/9/17 12:00
13630,2000001528,275122519,0,117,33,0.22,22/9/17 21:00,23/9/17 12:00
13631,2000001528,295387357,197931316,289,101,0.258974359,22/9/17 21:00,23/9/17 12:00
13637,2000001528,76062214,112814101,399,131,0.247169811,22/9/17 21:00,23/9/17 12:00
13656,2000001528,101042292,79058199,299,101,0.2525,22/9/17 21:00,23/9/17 12:00
13658,2000001528,139287876,400130842,500,250,0.333333333,22/9/17 21:00,23/9/17 12:00
13664,2000001528,213881782,0,299,81,0.213157895,22/9/17 21:00,23/9/17 12:00
13665,2000001528,341614342,248374826,1380,400,0.224719101,22/9/17 21:00,23/9/17 12:00
13670,2000001528,463567900,360800425,488,502,0.507070707,22/9/17 21:00,23/9/17 12:00
13671,2000001528,321007877,230011337,89,31,0.258333333,22/9/17 21:00,23/9/17 12:00
13672,2000001528,483147964,0,299,481,0.616666667,22/9/17 21:00,23/9/17 12:00
13673,2000001529,68201812,84981553,9600,4300,0.309352518,23/9/17 12:00,23/9/17 21:00
13675,2000001529,366295550,399263541,899,251,0.21826087,23/9/17 12:00,23/9/17 21:00
13677,2000001529,55300390,41760578,435,445,0.505681818,23/9/17 12:00,23/9/17 21:00
13678,2000001529,34477816,106941347,499,381,0.432954545,23/9/17 12:00,23/9/17 21:00
13679,2000001529,227922172,147692518,170,59,0.257641921,23/9/17 12:00,23/9/17 21:00
13687,2000001529,473743437,370402238,169,630,0.788485607,23/9/17 12:00,23/9/17 21:00
13688,2000001529,498103402,396888816,1499,981,0.395564516,23/9/17 12:00,23/9/17 21:00
13701,2000001529,403038063,307541174,299,191,0.389795918,23/9/17 12:00,23/9/17 21:00
13702,2000001529,437550519,336829728,299,101,0.2525,23/9/17 12:00,23/9/17 21:00
13713,2000001529,268029830,392442232,3250,340,0.094707521,23/9/17 12:00,23/9/17 21:00
13715,2000001529,65471906,337060420,895,305,0.254166667,23/9/17 12:00,23/9/17 21:00
13717,2000001529,64750439,50999416,650,250,0.277777778,23/9/17 12:00,23/9/17 21:00
13720,2000001529,502839166,395517489,199,151,0.431428571,23/9/17 12:00,23/9/17 21:00
13724,2000001529,233201181,379143343,350,640,0.646464646,23/9/17 12:00,23/9/17 21:00
13727,2000001529,466381492,363551375,1699,1301,0.433666667,23/9/17 12:00,23/9/17 21:00
13731,2000001529,406305296,310674687,399,501,0.556666667,23/9/17 12:00,23/9/17 21:00
13750,2000001529,345103869,0,499,391,0.439325843,23/9/17 12:00,23/9/17 21:00
13751,2000001529,489123732,400893762,375,72,0.161073826,23/9/17 12:00,23/9/17 21:00
13752,2000001529,483139592,0,299,221,0.425,23/9/17 12:00,23/9/17 21:00
13753,2000001529,466152357,0,420,130,0.236363636,23/9/17 12:00,23/9/17 21:00
13754,2000001530,218822743,207202477,3040,950,0.238095238,23/9/17 21:00,24/9/17 12:00
13755,2000001530,183682272,402504808,220,55,0.2,23/9/17 21:00,24/9/17 12:00
13756,2000001530,33919790,365801608,249,250,0.501002004,23/9/17 21:00,24/9/17 12:00
13759,2000001530,78066408,62293161,88,32,0.266666667,23/9/17 21:00,24/9/17 12:00
13761,2000001530,29957052,14506264,299,100,0.250626566,23/9/17 21:00,24/9/17 12:00
13762,2000001530,14482706,6737867,299,141,0.320454545,23/9/17 21:00,24/9/17 12:00
13763,2000001530,373361752,277993556,580,179,0.235836627,23/9/17 21:00,24/9/17 12:00
13767,2000001530,140757259,101875937,343,147,0.3,23/9/17 21:00,24/9/17 12:00
13768,2000001530,20214523,400163548,299,91,0.233333333,23/9/17 21:00,24/9/17 12:00
13769,2000001530,447572770,0,499,100,0.166944908,23/9/17 21:00,24/9/17 12:00
13770,2000001530,255482870,0,488,202,0.292753623,23/9/17 21:00,24/9/17 12:00
13777,2000001530,471082699,367728187,490,1370,0.73655914,23/9/17 21:00,24/9/17 12:00
13795,2000001530,447019237,345364534,232,58,0.2,23/9/17 21:00,24/9/17 12:00
13796,2000001530,470891937,392264034,499,749,0.600160256,23/9/17 21:00,24/9/17 12:00
13797,2000001530,471444126,368040557,3700,3100,0.455882353,23/9/17 21:00,24/9/17 12:00
13803,2000001531,251177706,163190407,990,490,0.331081081,24/9/17 12:00,24/9/17 21:00
13812,2000001531,416105782,318858911,329,100,0.233100233,24/9/17 12:00,24/9/17 21:00
13818,2000001531,77493121,403360565,119,261,0.686842105,24/9/17 12:00,24/9/17 21:00
13819,2000001531,298465707,200174764,299,151,0.335555556,24/9/17 12:00,24/9/17 21:00
13820,2000001531,140115475,101593269,3100,900,0.225,24/9/17 12:00,24/9/17 21:00
13833,2000001531,450934260,348920316,99,61,0.38125,24/9/17 12:00,24/9/17 21:00
13834,2000001531,402142897,306834342,499,225,0.310773481,24/9/17 12:00,24/9/17 21:00
13837,2000001531,241202907,163455709,155,40,0.205128205,24/9/17 12:00,24/9/17 21:00
13843,2000001531,485322697,399886977,899,391,0.303100775,24/9/17 12:00,24/9/17 21:00
13856,2000001531,471200219,0,1380,1100,0.443548387,24/9/17 12:00,24/9/17 21:00
13857,2000001531,94283981,0,749,331,0.306481481,24/9/17 12:00,24/9/17 21:00
13858,2000001531,315214622,0,1950,530,0.213709677,24/9/17 12:00,24/9/17 21:00
13861,2000001531,435195498,0,499,500,0.500500501,24/9/17 12:00,24/9/17 21:00
13862,2000001531,464850970,362124658,499,481,0.490816327,24/9/17 12:00,24/9/17 21:00
13870,2000001531,430974719,0,399,291,0.42173913,24/9/17 12:00,24/9/17 21:00
13871,2000001531,349150036,0,1388,492,0.261702128,24/9/17 12:00,24/9/17 21:00
13878,2000001532,441324791,402771611,299,413,0.58005618,24/9/17 21:00,25/9/17 12:00
13879,2000001532,191255251,126230805,449,131,0.225862069,24/9/17 21:00,25/9/17 12:00
13884,2000001532,40905413,23723792,650,500,0.434782609,24/9/17 21:00,25/9/17 12:00
13887,2000001532,45593293,27334504,489,210,0.300429185,24/9/17 21:00,25/9/17 12:00
13889,2000001532,205578305,403312784,229,131,0.363888889,24/9/17 21:00,25/9/17 12:00
13890,2000001532,505136433,0,300,150,0.333333333,24/9/17 21:00,25/9/17 12:00
13891,2000001532,47584353,94972912,11490,5410,0.320118343,24/9/17 21:00,25/9/17 12:00
13892,2000001532,456041157,403427483,300,298,0.498327759,24/9/17 21:00,25/9/17 12:00
13893,2000001532,114402375,0,499,300,0.375469337,24/9/17 21:00,25/9/17 12:00
13894,2000001532,415377716,403866761,699,381,0.352777778,24/9/17 21:00,25/9/17 12:00
13905,2000001532,84443634,297644558,239,160,0.401002506,24/9/17 21:00,25/9/17 12:00
13910,2000001532,47625024,29442099,120,30,0.2,24/9/17 21:00,25/9/17 12:00
13912,2000001532,323493577,0,159,240,0.601503759,24/9/17 21:00,25/9/17 12:00
13913,2000001532,99198076,403038908,300,100,0.25,24/9/17 21:00,25/9/17 12:00
13923,2000001532,218151309,140855283,388,111,0.22244489,24/9/17 21:00,25/9/17 12:00
13935,2000001532,191704468,126502952,1590,1060,0.4,24/9/17 21:00,25/9/17 12:00
13936,2000001532,377706295,283139094,650,630,0.4921875,24/9/17 21:00,25/9/17 12:00
13938,2000001532,433714051,333782141,1780,1200,0.402684564,24/9/17 21:00,25/9/17 12:00
13940,2000001559,349537779,0,780,270,0.257142857,25/9/17 12:00,25/9/17 21:00
13941,2000001559,395055225,299944693,2180,770,0.261016949,25/9/17 12:00,25/9/17 21:00
13956,2000001559,4618720,0,488,262,0.349333333,25/9/17 12:00,25/9/17 21:00
13958,2000001559,44526924,26458267,399,281,0.413235294,25/9/17 12:00,25/9/17 21:00
13961,2000001559,99787724,78190058,799,381,0.322881356,25/9/17 12:00,25/9/17 21:00
13972,2000001559,465713523,399920027,1999,691,0.256877323,25/9/17 12:00,25/9/17 21:00
13980,2000001559,459682263,357892356,309,81,0.207692308,25/9/17 12:00,25/9/17 21:00
13982,2000001559,451843356,350046953,799,81,0.092045455,25/9/17 12:00,25/9/17 21:00
13986,2000001559,267795947,0,300,550,0.647058824,25/9/17 12:00,25/9/17 21:00
13987,2000001559,339555761,246096174,2250,200,0.081632653,25/9/17 12:00,25/9/17 21:00
13993,2000001559,116251691,151934065,400,199,0.332220367,25/9/17 12:00,25/9/17 21:00
14001,2000001559,255474804,0,3090,1091,0.260942358,25/9/17 12:00,25/9/17 21:00
14002,2000001559,501648209,394408798,349,90,0.20501139,25/9/17 12:00,25/9/17 21:00
14004,2000001559,367568872,272435890,179,211,0.541025641,25/9/17 12:00,25/9/17 21:00
14010,2000001559,425478663,327791123,699,481,0.407627119,25/9/17 12:00,25/9/17 21:00
14020,2000001559,512274525,403344265,550,350,0.388888889,25/9/17 12:00,25/9/17 21:00
14023,2000001559,425166387,0,389,156,0.286238532,25/9/17 12:00,25/9/17 21:00
14024,2000001559,471986719,0,249,216,0.464516129,25/9/17 12:00,25/9/17 21:00
14025,2000001565,6173523,0,300,150,0.333333333,25/9/17 21:00,26/9/17 12:00
14026,2000001565,506576058,398892536,399,181,0.312068966,25/9/17 21:00,26/9/17 12:00
14030,2000001565,496635726,390937970,680,690,0.503649635,25/9/17 21:00,26/9/17 12:00
14039,2000001565,35139211,0,488,151,0.236306729,25/9/17 21:00,26/9/17 12:00
14040,2000001565,403950427,410049665,169,301,0.640425532,25/9/17 21:00,26/9/17 12:00
14041,2000001565,505825180,0,499,200,0.286123033,25/9/17 21:00,26/9/17 12:00
14042,2000001565,17514877,8722328,180,60,0.25,25/9/17 21:00,26/9/17 12:00
14043,2000001565,11484884,405786309,3499,3081,0.468237082,25/9/17 21:00,26/9/17 12:00
14051,2000001565,167756545,113523314,4180,2070,0.3312,25/9/17 21:00,26/9/17 12:00
14056,2000001565,448797993,346762105,560,239,0.299123905,25/9/17 21:00,26/9/17 12:00
14057,2000001565,130932377,97632628,250,138,0.355670103,25/9/17 21:00,26/9/17 12:00
14065,2000001565,79395419,0,699,391,0.358715596,25/9/17 21:00,26/9/17 12:00
14086,2000001565,508491440,0,300,149,0.331848552,25/9/17 21:00,26/9/17 12:00
14087,2000001565,307969608,207779053,520,479,0.479479479,25/9/17 21:00,26/9/17 12:00
14088,2000001565,147257141,387415498,299,89,0.229381443,25/9/17 21:00,26/9/17 12:00
14091,2000001565,476829576,373949497,198,401,0.669449082,25/9/17 21:00,26/9/17 12:00
14099,2000001565,300577480,346635563,585,114,0.163090129,25/9/17 21:00,26/9/17 12:00
14104,2000001565,408188772,0,1980,3000,0.602409639,25/9/17 21:00,26/9/17 12:00
14117,2000001573,104406121,90807586,339,160,0.320641283,26/9/17 12:00,26/9/17 21:00
14119,2000001573,478368600,375021272,178,112,0.386206897,26/9/17 12:00,26/9/17 21:00
14134,2000001573,480215864,410493067,188,101,0.349480969,26/9/17 12:00,26/9/17 21:00
14135,2000001573,377879168,282606358,700,199,0.221357063,26/9/17 12:00,26/9/17 21:00
14136,2000001573,61732553,48234404,2480,1200,0.326086957,26/9/17 12:00,26/9/17 21:00
14151,2000001573,489757484,385312566,350,210,0.375,26/9/17 12:00,26/9/17 21:00
14152,2000001573,504304784,396874984,990,990,0.5,26/9/17 12:00,26/9/17 21:00
14157,2000001573,272510614,0,950,450,0.321428571,26/9/17 12:00,26/9/17 21:00
14167,2000001573,498521203,402991975,300,98,0.246231156,26/9/17 12:00,26/9/17 21:00
14168,2000001573,511134572,0,499,361,0.419767442,26/9/17 12:00,26/9/17 21:00
14169,2000001573,68260280,322542493,499,200,0.286123033,26/9/17 12:00,26/9/17 21:00
14175,2000001573,96217713,75632292,3449,831,0.194158879,26/9/17 12:00,26/9/17 21:00
14177,2000001573,380986041,0,969,331,0.254615385,26/9/17 12:00,26/9/17 21:00
14178,2000001573,165812556,115984268,1240,1240,0.5,26/9/17 12:00,26/9/17 21:00
14183,2000001573,460288728,358215610,349,250,0.41736227,26/9/17 12:00,26/9/17 21:00
14184,2000001573,478435221,0,1960,530,0.212851406,26/9/17 12:00,26/9/17 21:00
14186,2000001577,122269772,0,630,169,0.211514393,26/9/17 21:00,27/9/17 12:00
14187,2000001577,366303256,410313823,460,130,0.220338983,26/9/17 21:00,27/9/17 12:00
14191,2000001577,521259756,0,330,69,0.172932331,26/9/17 21:00,27/9/17 12:00
14192,2000001577,161135467,110422623,299,600,0.667408231,26/9/17 21:00,27/9/17 12:00
14193,2000001577,431888733,332683519,385,165,0.3,26/9/17 21:00,27/9/17 12:00
14195,2000001577,501483064,0,440,40,0.083333333,26/9/17 21:00,27/9/17 12:00
14196,2000001577,292151634,195083245,2680,700,0.207100592,26/9/17 21:00,27/9/17 12:00
14207,2000001577,91485996,0,660,70,0.095890411,26/9/17 21:00,27/9/17 12:00
14208,2000001577,102982243,0,249,131,0.344736842,26/9/17 21:00,27/9/17 12:00
14209,2000001577,425053584,327211109,698,792,0.531543624,26/9/17 21:00,27/9/17 12:00
14213,2000001577,246839498,160430855,158,41,0.206030151,26/9/17 21:00,27/9/17 12:00
14229,2000001577,88488825,0,299,200,0.400801603,26/9/17 21:00,27/9/17 12:00
14230,2000001577,378850407,0,349,150,0.300601202,26/9/17 21:00,27/9/17 12:00
14232,2000001577,378425180,0,199,100,0.334448161,26/9/17 21:00,27/9/17 12:00
14233,2000001577,483957599,379814659,449,200,0.30816641,26/9/17 21:00,27/9/17 12:00
14241,2000001577,396726191,411431820,1880,1100,0.369127517,26/9/17 21:00,27/9/17 12:00
14243,2000001577,505271562,0,2990,1000,0.250626566,26/9/17 21:00,27/9/17 12:00
14244,2000001577,484386378,380324797,980,300,0.234375,26/9/17 21:00,27/9/17 12:00
14254,2000001577,448995688,0,99,51,0.34,26/9/17 21:00,27/9/17 12:00
14255,2000001580,188869634,125095189,210,130,0.382352941,27/9/17 12:00,27/9/17 21:00
14257,2000001580,222846259,0,299,100,0.250626566,27/9/17 12:00,27/9/17 21:00
14258,2000001580,382550389,287579082,999,581,0.367721519,27/9/17 12:00,27/9/17 21:00
14277,2000001580,91806662,186604902,10490,2010,0.1608,27/9/17 12:00,27/9/17 21:00
14286,2000001580,435595816,335255324,330,120,0.266666667,27/9/17 12:00,27/9/17 21:00
14289,2000001580,391696510,296564395,299,351,0.54,27/9/17 12:00,27/9/17 21:00
14290,2000001580,190172810,125695916,479,120,0.20033389,27/9/17 12:00,27/9/17 21:00
14298,2000001580,451949586,350138173,699,381,0.352777778,27/9/17 12:00,27/9/17 21:00
14308,2000001580,95484198,0,2399,2601,0.5202,27/9/17 12:00,27/9/17 21:00
14309,2000001580,227314297,147233476,850,430,0.3359375,27/9/17 12:00,27/9/17 21:00
14321,2000001580,130701302,97539722,699,291,0.293939394,27/9/17 12:00,27/9/17 21:00
14322,2000001580,165524682,112271291,1499,1781,0.542987805,27/9/17 12:00,27/9/17 21:00
14326,2000001580,317582003,221872034,449,100,0.182149362,27/9/17 12:00,27/9/17 21:00
14329,2000001580,474176525,370999636,449,131,0.225862069,27/9/17 12:00,27/9/17 21:00
14330,2000001580,486369679,382609526,99,201,0.67,27/9/17 12:00,27/9/17 21:00
14331,2000001580,436405255,336009259,349,450,0.563204005,27/9/17 12:00,27/9/17 21:00
14341,2000001580,435465934,394820880,419,181,0.301666667,27/9/17 12:00,27/9/17 21:00
14346,2000001580,519839381,0,199,101,0.336666667,27/9/17 12:00,27/9/17 21:00
14347,2000001613,178254346,119635893,185,45,0.195652174,27/9/17 21:00,28/9/17 12:00
14349,2000001613,85844137,68233513,305,215,0.413461538,27/9/17 21:00,28/9/17 12:00
14351,2000001613,114299437,0,135,45,0.25,27/9/17 21:00,28/9/17 12:00
14352,2000001613,508648061,0,499,500,0.500500501,27/9/17 21:00,28/9/17 12:00
14353,2000001613,433378613,335296895,580,219,0.274092616,27/9/17 21:00,28/9/17 12:00
14359,2000001613,34467165,17919409,299,101,0.2525,27/9/17 21:00,28/9/17 12:00
14361,2000001613,501253126,399939349,2980,2110,0.41453831,27/9/17 21:00,28/9/17 12:00
14369,2000001613,42665016,399334306,499,200,0.286123033,27/9/17 21:00,28/9/17 12:00
14370,2000001613,64720713,0,350,88,0.200913242,27/9/17 21:00,28/9/17 12:00
14371,2000001613,255511119,0,1690,1000,0.371747212,27/9/17 21:00,28/9/17 12:00
14372,2000001613,229442288,148587442,136,163,0.545150502,27/9/17 21:00,28/9/17 12:00
14374,2000001613,425710263,328140426,399,701,0.637272727,27/9/17 21:00,28/9/17 12:00
14394,2000001613,315908434,217923005,299,81,0.213157895,27/9/17 21:00,28/9/17 12:00
14395,2000001613,208378288,135103979,299,181,0.377083333,27/9/17 21:00,28/9/17 12:00
14399,2000001613,468687203,365479388,299,100,0.250626566,27/9/17 21:00,28/9/17 12:00
14403,2000001613,215332069,0,480,119,0.198664441,27/9/17 21:00,28/9/17 12:00
